stock_index,country,year,log_indexprice,inflation_rate,oil_prices,exchange_rate,percapita_income,unemployment_rate,manufacturing_output,trade,GDP,GDP_growth
CAC 40,France,2017,3.73,0.01,57.88,1.13,38781.0,0.09,263.05,62.9618472934066,2522413420333.78,2.29141999417021
CAC 40,France,2018,3.67,0.02,49.52,1.18,41547.0,0.09,275.76,64.437952596913,2569458097202.24,1.86506607081999
CAC 40,France,2019,3.78,0.01,59.88,1.12,40380.0,0.08,266.63,64.1414731902028,2616812485718.01,1.84297181445896
CAC 40,France,2020,3.74,0.04174846625766871,47.02,1.14,38625.0,0.08,241.71,56.8638228861759,2413104454442.24,-7.78458649167871
IEX 35,Spain,1980,3.38,0.16,21.59,71.78,37.0,0.0689080459770115,328.0848201438849,31.5606100800939,552143016545.967,2.20872810729247
IEX 35,Spain,1981,3.38,0.15,31.77,92.33,32.0,0.0689080459770115,328.0848201438849,35.3801915562835,551411601239.184,-0.13246845198897
IEX 35,Spain,1982,3.38,0.14,28.52,109.92,31.0,0.0689080459770115,328.0848201438849,36.5284284850597,558284735137.638,1.24646160563331
IEX 35,Spain,1983,3.38,0.12,26.19,143.54,27.0,0.0689080459770115,328.0848201438849,39.76852471461,568167021108.246,1.7701157399856
IEX 35,Spain,1984,3.38,0.11,25.88,160.91,27.0,0.0689080459770115,328.0848201438849,41.5414303005682,578307026952.115,1.78468750686895
IEX 35,Spain,1985,3.38,0.09,24.09,170.2,28.0,0.0689080459770115,328.0848201438849,40.866626090296,591732054153.262,2.32143594586805
IEX 35,Spain,1986,3.38,0.09,12.51,140.14,39.0,0.0689080459770115,328.0848201438849,35.3473420853772,610983001511.047,3.2533217057731
IEX 35,Spain,1987,3.38,0.05,15.4,123.51,50.0,0.2,328.0848201438849,36.3199600167146,644874977788.821,5.54712261944346
IEX 35,Spain,1988,3.44,0.05,12.58,116.49,58.0,0.19,328.0848201438849,36.7134819107946,677726999867.622,5.09432420396358
IEX 35,Spain,1989,3.48,0.07,15.86,118.34,64.0,0.17,328.0848201438849,37.3841834429039,710441087303.86,4.82703027068838
IEX 35,Spain,1990,3.35,0.07,27.28,101.95,83.0,0.15,328.0848201438849,35.6107332350311,737305660791.841,3.78139355508462
IEX 35,Spain,1991,3.42,0.06,19.5,103.87,89.0,0.16,328.0848201438849,35.4785412493691,756077467226.836,2.54600058472822
IEX 35,Spain,1992,3.37,0.06,19.41,102.47,97.0,0.17,328.0848201438849,35.9778421488576,763103054853.539,0.929215316053813
IEX 35,Spain,1993,3.56,0.05,14.52,127.31,80.0,0.21,328.0848201438849,36.9498939813697,755231709959.596,-1.03149172891911
IEX 35,Spain,1994,3.49,0.05,17.16,133.89,81.0,0.22,328.0848201438849,41.6444787333504,773230356774.81,2.38319532639552
IEX 35,Spain,1995,3.56,0.05,19.03,124.68,93.0,0.21,0.6,44.7753740870366,794552137824.609,2.75749404598304
IEX 35,Spain,1996,3.71,0.04,25.23,126.68,97.0,0.2,0.63,46.2452192648042,815691686929.687,2.66056160429645
IEX 35,Spain,1997,3.86,0.02,18.33,146.45,89.0,0.18,0.59,51.1662571157861,845892627812.5,3.70249462716615
IEX 35,Spain,1998,3.99,0.02,11.35,149.37,93.0,0.16,0.62,52.6614543708284,883053543058.203,4.39310073452258
IEX 35,Spain,1999,4.07,0.02,26.1,1.07,15721.0,0.14,103.49,54.636466948565,922707533769.14,4.4905533784064
IEX 35,Spain,2000,3.96,0.03,28.44,0.92,14750.0,0.12,97.13,60.0823337464942,971112252648.437,5.24594382377803
IEX 35,Spain,2001,3.92,0.04,19.39,0.9,15369.0,0.11,99.4,57.9971554637493,1009306124395.31,3.93300276489272
IEX 35,Spain,2002,3.78,0.03,29.46,0.95,17107.0,0.11,108.02,55.0991792430679,1036869753137.11,2.73094832930995
IEX 35,Spain,2003,3.89,0.03,32.13,1.13,21511.0,0.11,133.45,53.4636891006225,1067788548860.16,2.98193631644672
IEX 35,Spain,2004,3.96,0.03,43.15,1.24,24907.0,0.11,151.49,54.5241826916923,1101132739762.11,3.12273351662624
IEX 35,Spain,2005,4.03,0.03,59.41,1.24,26429.0,0.09,158.16,54.7622975833471,1141347034482.81,3.65208419190144
IEX 35,Spain,2006,4.15,0.04,61.96,1.26,28389.0,0.08,168.08,56.1771348136076,1188172916518.75,4.10268574072705
IEX 35,Spain,2007,4.18,0.03,91.69,1.37,32591.0,0.08,190.13,57.7476037596033,1231003442635.55,3.60473846199818
IEX 35,Spain,2008,3.96,0.04,41.12,1.47,35511.0,0.11,207.17,55.9833300436847,1241923268505.08,0.887067045576416
IEX 35,Spain,2009,4.08,0.04174846625766871,74.47,1.39,32170.0,0.18,172.86,46.9948743270275,1195188366526.17,-3.7631070424473
IEX 35,Spain,2010,3.99,0.02,89.15,1.33,30532.0,0.2,162.09,52.928240557318,1197135561649.22,0.162919517758226
IEX 35,Spain,2011,3.93,0.03,98.56,1.39,31678.0,0.21,170.26,58.7931710352776,1187386271879.3,-0.814384776648922
IEX 35,Spain,2012,3.91,0.02,87.86,1.29,28323.0,0.25,147.38,60.8450747936193,1152252436684.76,-2.95892213230024
IEX 35,Spain,2013,4.0,0.01,97.63,1.33,29068.0,0.26,151.68,61.9763157198604,1136082395816.8,-1.40334186790638
IEX 35,Spain,2014,4.01,0.04174846625766871,59.29,1.33,29501.0,0.24,155.09,63.8382619541975,1151939554049.61,1.39577536727975
IEX 35,Spain,2015,3.98,-0.01,37.19,1.11,25742.0,0.22,135.11,64.1832051439024,1196156971279.69,3.83851887667484
IEX 35,Spain,2016,3.97,0.04174846625766871,51.97,1.11,26523.0,0.2,139.01,63.7398826295293,1232493518447.66,3.03777414172446
IEX 35,Spain,2017,4.0,0.02,57.88,1.13,28170.0,0.17,148.8,66.6570608657952,1269169576560.16,2.97576072924863
IEX 35,Spain,2018,3.93,0.02,49.52,1.18,30389.0,0.15,158.33,67.5749402546311,1298163367417.97,2.28446941947622
IEX 35,Spain,2019,3.98,0.01,59.88,1.12,29565.0,0.14,155.49,66.8738905174013,1323918490148.05,1.9839662230883
IEX 35,Spain,2020,3.91,0.04174846625766871,47.02,1.14,27057.0,0.16,143.05,60.1431677771427,1173978918108.98,-11.3254383222864
